name,hard_hitter,sr,rbw
HK Matthews,0.4,50.0,0.1111111111111111
A Capsey,2.0,223.52941176470588,0.36363636363636365
H Kaur,0.46153846153846156,88.46153846153845,0.4782608695652174
AC Kerr,0.25,50.0,0.26666666666666666
P Vastrakar,0.9473684210526315,136.8421052631579,0.5333333333333333
IECM Wong,0.25,95.83333333333334,0.7391304347826086
AB Kaur,0.5,118.75,0.7857142857142857
MM Lanning,1.0,145.45454545454547,0.5882352941176471
Shafali Verma,2.0,220.00000000000003,0.375
